Transaction,Purchase Date,Customer ID,Gender,Marital Status,Homeowner,Children,Annual Income,City,State or Province,Country,Product Family,Product Department,Product Category,Units Sold,Revenue
6700,15/03/2013,704,M,M,N,1,10K - 30K,Acapulco,Guerrero,Mexico,Food,Deli,Meat,5,8.79
6701,15/03/2013,4202,F,M,Y,4,30K - 50K,Camacho,Zacatecas,Mexico,Drink,Beverages,Hot Beverages,3,18.02
6702,15/03/2013,4958,M,S,N,1,90K - 110K,Yakima,WA,USA,Drink,Alcoholic Beverages,Beer and Wine,4,19.62
6703,15/03/2013,663,F,S,Y,3,50K - 70K,Spokane,WA,USA,Drink,Alcoholic Beverages,Beer and Wine,5,14.34
6704,15/03/2013,4727,F,M,Y,4,150K +,Spokane,WA,USA,Food,Canned Foods,Canned Soup,5,3.59
6705,16/03/2013,1641,M,M,Y,2,150K +,Orizaba,Veracruz,Mexico,Food,Produce,Vegetables,3,6.24
6706,16/03/2013,5592,F,S,Y,1,10K - 30K,Spokane,WA,USA,Food,Produce,Fruit,3,2.31
6707,16/03/2013,5494,M,S,N,3,10K - 30K,San Andres,DF,Mexico,Food,Deli,Meat,4,24.29
6708,16/03/2013,8966,F,S,N,3,50K - 70K,Bremerton,WA,USA,Food,Snack Foods,Snack Foods,4,14.98
6709,16/03/2013,3406,F,M,N,2,70K - 90K,Mexico City,DF,Mexico,Non-Consumable,Household,Cleaning Supplies,3,6.47
6710,16/03/2013,8777,M,M,Y,0,70K - 90K,Tacoma,WA,USA,Food,Produce,Vegetables,3,1.6
6711,16/03/2013,724,F,S,N,2,50K - 70K,Vancouver,BC,Canada,Food,Dairy,Dairy,3,16.45
6712,16/03/2013,3664,F,M,Y,5,10K - 30K,Walla Walla,WA,USA,Non-Consumable,Household,Plastic Products,2,1.7
6713,16/03/2013,2201,F,M,Y,2,30K - 50K,Spokane,WA,USA,Food,Deli,Side Dishes,4,18.81
6714,16/03/2013,8511,F,M,Y,1,70K - 90K,Spokane,WA,USA,Drink,Beverages,Hot Beverages,3,18.88
6715,16/03/2013,4405,F,S,N,1,50K - 70K,Salem,OR,USA,Food,Dairy,Dairy,5,9.42
6716,16/03/2013,7384,M,S,Y,5,130K - 150K,Bremerton,WA,USA,Food,Baked Goods,Bread,6,26.25
6717,16/03/2013,6394,M,M,Y,3,10K - 30K,Merida,Yucatan,Mexico,Food,Starchy Foods,Starchy Foods,4,45.6
6718,16/03/2013,8534,F,S,N,2,70K - 90K,Orizaba,Veracruz,Mexico,Food,Baking Goods,Baking Goods,5,6.73
6719,16/03/2013,2954,F,S,Y,3,90K - 110K,Guadalajara,Jalisco,Mexico,Non-Consumable,Household,Electrical,2,21.22
6720,16/03/2013,4676,F,M,Y,0,30K - 50K,Spokane,WA,USA,Food,Produce,Vegetables,5,13.89
6721,16/03/2013,7862,M,M,Y,4,30K - 50K,Spokane,WA,USA,Non-Consumable,Checkout,Miscellaneous,4,8.48
6722,16/03/2013,2692,F,M,Y,1,50K - 70K,Hidalgo,Zacatecas,Mexico,Drink,Beverages,Pure Juice Beverages,4,3.74
6723,16/03/2013,4878,F,S,N,2,30K - 50K,Acapulco,Guerrero,Mexico,Food,Starchy Foods,Starchy Foods,2,13.05
6724,16/03/2013,2718,M,M,N,1,50K - 70K,Victoria,BC,Canada,Food,Produce,Fruit,4,10.64
6725,16/03/2013,3152,M,M,Y,0,50K - 70K,Seattle,WA,USA,Non-Consumable,Household,Electrical,5,10.69
6726,16/03/2013,7522,M,M,Y,3,70K - 90K,Salem,OR,USA,Food,Frozen Foods,Meat,4,11.31
6727,16/03/2013,8106,M,S,Y,4,70K - 90K,Acapulco,Guerrero,Mexico,Food,Baked Goods,Bread,7,11.64
6728,16/03/2013,3859,M,S,Y,4,10K - 30K,San Diego,CA,USA,Food,Produce,Vegetables,4,3.63
6729,16/03/2013,8405,F,S,N,3,50K - 70K,Camacho,Zacatecas,Mexico,Food,Deli,Meat,6,5.93
6730,16/03/2013,7633,F,S,Y,4,50K - 70K,Hidalgo,Zacatecas,Mexico,Food,Starchy Foods,Starchy Foods,2,5.15
6731,16/03/2013,5744,F,M,Y,0,10K - 30K,Bremerton,WA,USA,Food,Deli,Meat,3,14.33
6732,17/03/2013,2458,M,S,Y,4,90K - 110K,Los Angeles,CA,USA,Food,Frozen Foods,Vegetables,2,8.44
6733,17/03/2013,3218,F,S,N,2,10K - 30K,Bremerton,WA,USA,Food,Snack Foods,Snack Foods,3,9.8
6734,17/03/2013,8414,M,M,N,1,10K - 30K,Tacoma,WA,USA,Non-Consumable,Health and Hygiene,Hygiene,3,24.84
6735,17/03/2013,5557,M,S,N,4,10K - 30K,Mexico City,DF,Mexico,Non-Consumable,Health and Hygiene,Hygiene,6,18.7
6736,17/03/2013,5642,M,S,N,4,30K - 50K,Merida,Yucatan,Mexico,Food,Produce,Fruit,5,7.18
6737,17/03/2013,6003,F,S,Y,0,10K - 30K,Salem,OR,USA,Non-Consumable,Household,Paper Products,4,30.24
6738,17/03/2013,2123,M,M,N,0,50K - 70K,Vancouver,BC,Canada,Drink,Alcoholic Beverages,Beer and Wine,4,20.15
6739,17/03/2013,2464,F,S,N,1,50K - 70K,Vancouver,BC,Canada,Food,Canned Foods,Canned Anchovies,4,9.58
6740,17/03/2013,922,M,S,N,4,50K - 70K,Beverly Hills,CA,USA,Food,Snack Foods,Snack Foods,4,25.27
6741,17/03/2013,7152,M,M,Y,1,130K - 150K,Hidalgo,Zacatecas,Mexico,Non-Consumable,Household,Plastic Products,2,11.66
6742,17/03/2013,1406,F,S,N,2,30K - 50K,Mexico City,DF,Mexico,Non-Consumable,Health and Hygiene,Bathroom Products,6,7.59
6743,17/03/2013,4221,M,S,Y,1,30K - 50K,Tacoma,WA,USA,Food,Snack Foods,Snack Foods,3,4.19
6744,17/03/2013,7726,F,S,N,1,10K - 30K,Vancouver,BC,Canada,Non-Consumable,Household,Plastic Products,4,8.58
6745,17/03/2013,6100,M,M,Y,4,30K - 50K,Hidalgo,Zacatecas,Mexico,Food,Meat,Meat,5,11.03
6746,17/03/2013,9844,F,M,Y,4,70K - 90K,Merida,Yucatan,Mexico,Non-Consumable,Household,Hardware,4,7.14
6747,17/03/2013,6865,M,S,Y,1,50K - 70K,San Diego,CA,USA,Food,Snack Foods,Snack Foods,2,20.2
6748,17/03/2013,7630,F,M,Y,3,110K - 130K,Vancouver,BC,Canada,Food,Produce,Vegetables,4,2.02
6749,17/03/2013,529,M,S,N,4,30K - 50K,San Diego,CA,USA,Food,Snack Foods,Snack Foods,5,12.53
6750,17/03/2013,909,F,S,N,1,50K - 70K,Los Angeles,CA,USA,Food,Produce,Fruit,5,12.34
6751,18/03/2013,8907,F,M,Y,5,130K - 150K,Bremerton,WA,USA,Food,Snacks,Candy,4,10.18
6752,18/03/2013,5430,M,S,Y,4,10K - 30K,Acapulco,Guerrero,Mexico,Non-Consumable,Household,Electrical,3,10.03
6753,18/03/2013,1508,M,S,N,1,50K - 70K,Walla Walla,WA,USA,Food,Dairy,Dairy,3,2.44
6754,18/03/2013,4260,M,S,Y,5,130K - 150K,Victoria,BC,Canada,Non-Consumable,Health and Hygiene,Hygiene,4,14.4
6755,18/03/2013,3950,F,S,N,5,30K - 50K,Salem,OR,USA,Non-Consumable,Household,Electrical,4,19.34
6756,18/03/2013,4253,F,S,Y,2,30K - 50K,Salem,OR,USA,Non-Consumable,Household,Electrical,4,38.28
6757,18/03/2013,8351,M,S,N,4,70K - 90K,Spokane,WA,USA,Food,Produce,Specialty,5,17.82
6758,18/03/2013,6145,F,S,N,5,70K - 90K,Seattle,WA,USA,Non-Consumable,Household,Electrical,5,10.33
6759,18/03/2013,2278,M,M,N,2,50K - 70K,Los Angeles,CA,USA,Food,Canned Foods,Canned Soup,5,7.12
6760,18/03/2013,9573,M,M,Y,3,30K - 50K,Orizaba,Veracruz,Mexico,Food,Starchy Foods,Starchy Foods,3,3.99
6761,18/03/2013,6034,M,S,N,3,30K - 50K,Merida,Yucatan,Mexico,Food,Baking Goods,Jams and Jellies,4,25.03
6762,18/03/2013,4810,F,S,Y,5,10K - 30K,Yakima,WA,USA,Food,Dairy,Dairy,3,26.37
6763,18/03/2013,7448,M,M,Y,3,70K - 90K,Merida,Yucatan,Mexico,Food,Deli,Meat,4,3.84
6764,18/03/2013,2023,F,M,Y,1,30K - 50K,Hidalgo,Zacatecas,Mexico,Food,Frozen Foods,Vegetables,3,14.66
6765,18/03/2013,5182,F,S,N,3,30K - 50K,Seattle,WA,USA,Drink,Beverages,Hot Beverages,2,11.44
6766,18/03/2013,6299,F,M,Y,5,50K - 70K,Los Angeles,CA,USA,Drink,Alcoholic Beverages,Beer and Wine,4,4.08
6767,18/03/2013,1829,M,S,Y,3,50K - 70K,Portland,OR,USA,Food,Baking Goods,Baking Goods,4,22.92
6768,18/03/2013,3250,F,M,N,3,10K - 30K,Seattle,WA,USA,Food,Produce,Specialty,6,20.42
6769,18/03/2013,806,M,M,Y,2,30K - 50K,Tacoma,WA,USA,Non-Consumable,Household,Electrical,5,23.33
6770,18/03/2013,3495,F,M,N,4,10K - 30K,Hidalgo,Zacatecas,Mexico,Food,Breakfast Foods,Breakfast Foods,7,3.9
6771,18/03/2013,7836,M,S,Y,5,30K - 50K,Hidalgo,Zacatecas,Mexico,Food,Snacks,Candy,5,8.19
6772,18/03/2013,9746,F,S,N,2,30K - 50K,Seattle,WA,USA,Food,Baking Goods,Baking Goods,5,3.59
6773,18/03/2013,2112,M,M,Y,2,30K - 50K,Tacoma,WA,USA,Food,Snack Foods,Snack Foods,5,15.6
6774,18/03/2013,2481,F,S,N,3,50K - 70K,Orizaba,Veracruz,Mexico,Food,Deli,Meat,5,13.1
6775,18/03/2013,3587,M,M,Y,3,10K - 30K,Los Angeles,CA,USA,Food,Breakfast Foods,Breakfast Foods,4,9.31
6776,18/03/2013,4003,F,M,Y,4,30K - 50K,Camacho,Zacatecas,Mexico,Non-Consumable,Household,Electrical,4,11.34
6777,19/03/2013,5555,F,M,Y,4,10K - 30K,Walla Walla,WA,USA,Food,Baking Goods,Jams and Jellies,5,5.4
6778,19/03/2013,9868,F,M,N,1,70K - 90K,Hidalgo,Zacatecas,Mexico,Food,Snack Foods,Snack Foods,4,17.17
6779,19/03/2013,5374,M,M,Y,3,30K - 50K,Spokane,WA,USA,Food,Canned Foods,Canned Soup,4,3.52
6780,19/03/2013,5633,F,S,N,4,10K - 30K,Salem,OR,USA,Food,Deli,Meat,6,5.47
6781,19/03/2013,6055,F,M,N,0,50K - 70K,Vancouver,BC,Canada,Food,Dairy,Dairy,4,13.83
6782,19/03/2013,7158,M,S,Y,4,50K - 70K,Orizaba,Veracruz,Mexico,Non-Consumable,Health and Hygiene,Pain Relievers,4,25.92
6783,19/03/2013,7723,F,M,N,2,150K +,Seattle,WA,USA,Food,Deli,Meat,4,42.24
6784,19/03/2013,2492,M,S,N,4,30K - 50K,Vancouver,BC,Canada,Food,Canned Foods,Canned Soup,2,7.8
6785,19/03/2013,4731,F,S,N,3,10K - 30K,Hidalgo,Zacatecas,Mexico,Food,Snack Foods,Snack Foods,5,22.18
6786,19/03/2013,3388,F,M,N,4,30K - 50K,Salem,OR,USA,Food,Deli,Meat,3,9.5
6787,19/03/2013,1253,M,S,N,4,130K - 150K,Salem,OR,USA,Food,Produce,Specialty,4,9.13
6788,19/03/2013,9143,F,M,Y,5,50K - 70K,Merida,Yucatan,Mexico,Food,Canned Foods,Canned Soup,5,11.94
6789,19/03/2013,2697,M,M,Y,1,30K - 50K,Orizaba,Veracruz,Mexico,Non-Consumable,Household,Paper Products,4,11.05
6790,19/03/2013,10153,M,S,N,1,30K - 50K,Los Angeles,CA,USA,Food,Snack Foods,Snack Foods,4,12.85
6791,19/03/2013,9040,F,S,Y,5,30K - 50K,Spokane,WA,USA,Non-Consumable,Household,Paper Products,5,11.95
6792,19/03/2013,2201,F,M,Y,2,30K - 50K,Spokane,WA,USA,Food,Produce,Packaged Vegetables,4,12.37
6793,19/03/2013,2242,M,S,Y,4,90K - 110K,Los Angeles,CA,USA,Drink,Beverages,Carbonated Beverages,4,4.76
6794,19/03/2013,5597,F,S,Y,2,110K - 130K,Bremerton,WA,USA,Food,Frozen Foods,Vegetables,5,8.6
6795,19/03/2013,8115,M,M,Y,5,50K - 70K,San Andres,DF,Mexico,Food,Produce,Fruit,4,13.07
6796,19/03/2013,5207,M,S,N,0,50K - 70K,Vancouver,BC,Canada,Food,Produce,Vegetables,2,16.42
6797,19/03/2013,169,F,M,Y,0,50K - 70K,Salem,OR,USA,Food,Meat,Meat,3,9.25
6798,19/03/2013,7633,F,S,Y,4,50K - 70K,Hidalgo,Zacatecas,Mexico,Non-Consumable,Household,Plastic Products,4,14.5
6799,19/03/2013,125,M,M,Y,2,70K - 90K,Los Angeles,CA,USA,Food,Snacks,Candy,4,8.25
6800,19/03/2013,9209,F,M,Y,4,50K - 70K,Los Angeles,CA,USA,Non-Consumable,Household,Paper Products,4,13.43
6801,19/03/2013,9726,M,M,Y,3,30K - 50K,Vancouver,BC,Canada,Drink,Alcoholic Beverages,Beer and Wine,4,4.86
6802,19/03/2013,5852,M,M,Y,0,30K - 50K,Acapulco,Guerrero,Mexico,Food,Dairy,Dairy,3,11.79
6803,19/03/2013,322,M,S,Y,1,10K - 30K,Hidalgo,Zacatecas,Mexico,Food,Produce,Vegetables,4,14.82
6804,19/03/2013,4049,F,S,Y,4,70K - 90K,Hidalgo,Zacatecas,Mexico,Non-Consumable,Health and Hygiene,Cold Remedies,6,33.52
6805,19/03/2013,7127,M,S,Y,5,70K - 90K,Los Angeles,CA,USA,Food,Canned Foods,Canned Soup,3,3.41
6806,19/03/2013,760,F,S,Y,0,150K +,Bremerton,WA,USA,Non-Consumable,Household,Kitchen Products,3,11.43
6807,19/03/2013,1396,F,S,N,5,10K - 30K,Acapulco,Guerrero,Mexico,Food,Dairy,Dairy,6,6.96
6808,19/03/2013,6652,F,M,Y,3,70K - 90K,Hidalgo,Zacatecas,Mexico,Food,Baked Goods,Bread,6,32.7
6809,20/03/2013,5486,F,M,Y,3,10K - 30K,San Diego,CA,USA,Food,Produce,Fruit,3,9.29
6810,20/03/2013,1826,M,S,Y,0,30K - 50K,Beverly Hills,CA,USA,Food,Baking Goods,Baking Goods,2,9.29
6811,20/03/2013,8534,F,S,N,2,70K - 90K,Orizaba,Veracruz,Mexico,Food,Snack Foods,Snack Foods,3,32.22
6812,20/03/2013,1390,F,S,Y,1,130K - 150K,Orizaba,Veracruz,Mexico,Non-Consumable,Checkout,Miscellaneous,3,6.9
6813,20/03/2013,9634,M,M,Y,3,110K - 130K,Orizaba,Veracruz,Mexico,Food,Eggs,Eggs,3,19.04
6814,20/03/2013,7337,M,S,N,2,50K - 70K,Camacho,Zacatecas,Mexico,Food,Canned Foods,Vegetables,3,3.48
6815,20/03/2013,5023,F,S,Y,3,30K - 50K,Los Angeles,CA,USA,Non-Consumable,Health and Hygiene,Pain Relievers,5,31.04
6816,20/03/2013,6289,M,S,N,1,50K - 70K,Beverly Hills,CA,USA,Food,Produce,Vegetables,5,6.73
6817,20/03/2013,6227,F,M,Y,3,50K - 70K,Hidalgo,Zacatecas,Mexico,Non-Consumable,Household,Cleaning Supplies,5,18.33
6818,20/03/2013,770,F,S,N,3,10K - 30K,Tacoma,WA,USA,Food,Snack Foods,Snack Foods,6,21.25
6819,20/03/2013,9976,F,M,Y,4,10K - 30K,Tacoma,WA,USA,Food,Produce,Vegetables,3,15.3
6820,20/03/2013,8769,M,M,Y,3,70K - 90K,Yakima,WA,USA,Non-Consumable,Household,Kitchen Products,2,12.47
6821,21/03/2013,543,M,M,N,3,10K - 30K,Salem,OR,USA,Food,Produce,Vegetables,4,10.44
6822,21/03/2013,7051,F,M,N,4,30K - 50K,Spokane,WA,USA,Food,Baking Goods,Baking Goods,5,7.6
6823,21/03/2013,7517,M,M,N,4,10K - 30K,Beverly Hills,CA,USA,Food,Snack Foods,Snack Foods,3,4.54
6824,21/03/2013,1431,M,S,Y,1,150K +,Vancouver,BC,Canada,Non-Consumable,Household,Electrical,5,2.8
6825,21/03/2013,7286,M,S,Y,3,10K - 30K,Vancouver,BC,Canada,Food,Baked Goods,Bread,4,18.29
6826,21/03/2013,4807,F,M,Y,3,70K - 90K,Camacho,Zacatecas,Mexico,Drink,Beverages,Pure Juice Beverages,5,2.31
6827,21/03/2013,9784,F,S,N,3,50K - 70K,Victoria,BC,Canada,Non-Consumable,Household,Cleaning Supplies,3,22.13
6828,21/03/2013,352,F,M,Y,1,70K - 90K,Portland,OR,USA,Non-Consumable,Household,Electrical,4,21.22
6829,21/03/2013,9638,F,M,N,3,70K - 90K,Portland,OR,USA,Food,Frozen Foods,Frozen Desserts,4,5.86
6830,21/03/2013,5746,F,S,Y,4,70K - 90K,Seattle,WA,USA,Food,Eggs,Eggs,5,3.9
6831,21/03/2013,6559,M,S,N,3,70K - 90K,Bremerton,WA,USA,Food,Frozen Foods,Frozen Desserts,4,3.87
6832,21/03/2013,9256,F,M,Y,3,30K - 50K,Salem,OR,USA,Food,Produce,Vegetables,4,8.58
6833,21/03/2013,5023,F,S,Y,3,30K - 50K,Los Angeles,CA,USA,Food,Produce,Specialty,6,5.63
6834,21/03/2013,5872,F,M,Y,4,70K - 90K,Camacho,Zacatecas,Mexico,Non-Consumable,Health and Hygiene,Bathroom Products,6,41.41
6835,21/03/2013,7842,F,S,Y,2,110K - 130K,Seattle,WA,USA,Drink,Dairy,Dairy,5,18.58
6836,21/03/2013,9848,M,S,Y,2,110K - 130K,San Andres,DF,Mexico,Food,Produce,Fruit,6,35.07
6837,21/03/2013,3552,F,S,Y,4,10K - 30K,Tacoma,WA,USA,Food,Eggs,Eggs,4,12.14
6838,21/03/2013,10002,M,M,Y,3,110K - 130K,Hidalgo,Zacatecas,Mexico,Non-Consumable,Health and Hygiene,Bathroom Products,3,4.93
6839,21/03/2013,9383,F,S,Y,4,110K - 130K,Portland,OR,USA,Food,Produce,Vegetables,5,27.16
6840,21/03/2013,4350,F,M,Y,2,50K - 70K,Acapulco,Guerrero,Mexico,Food,Breakfast Foods,Breakfast Foods,6,14.82
6841,21/03/2013,8760,F,S,N,4,150K +,San Diego,CA,USA,Food,Frozen Foods,Breakfast Foods,3,2.64
6842,21/03/2013,2688,F,M,Y,5,50K - 70K,Los Angeles,CA,USA,Food,Snack Foods,Snack Foods,3,9.08
6843,21/03/2013,3755,M,S,N,3,30K - 50K,San Diego,CA,USA,Food,Produce,Vegetables,4,10.2
6844,21/03/2013,3961,M,S,N,3,30K - 50K,San Andres,DF,Mexico,Drink,Beverages,Hot Beverages,2,10.04
6845,21/03/2013,8708,F,M,Y,1,130K - 150K,San Andres,DF,Mexico,Non-Consumable,Health and Hygiene,Hygiene,5,17.87
6846,22/03/2013,3177,M,M,Y,1,50K - 70K,Acapulco,Guerrero,Mexico,Non-Consumable,Health and Hygiene,Pain Relievers,3,20.75
6847,22/03/2013,7015,M,S,Y,5,10K - 30K,Acapulco,Guerrero,Mexico,Non-Consumable,Household,Cleaning Supplies,3,8.7
6848,22/03/2013,7486,M,M,Y,1,10K - 30K,Bremerton,WA,USA,Drink,Beverages,Drinks,5,5.9
6849,22/03/2013,3610,M,M,Y,1,90K - 110K,Vancouver,BC,Canada,Food,Snack Foods,Snack Foods,3,28.55
6850,22/03/2013,6075,F,M,Y,3,70K - 90K,Merida,Yucatan,Mexico,Non-Consumable,Checkout,Hardware,2,12.1
6851,22/03/2013,9125,M,S,N,3,50K - 70K,Salem,OR,USA,Food,Canned Foods,Canned Tuna,5,12.29
6852,22/03/2013,10154,F,M,Y,2,10K - 30K,Vancouver,BC,Canada,Drink,Beverages,Pure Juice Beverages,3,3.36
6853,22/03/2013,1794,F,S,N,4,70K - 90K,Salem,OR,USA,Food,Frozen Foods,Breakfast Foods,5,16.13
6854,22/03/2013,2242,M,S,Y,4,90K - 110K,Los Angeles,CA,USA,Drink,Dairy,Dairy,4,19.93
6855,22/03/2013,2998,M,M,Y,4,130K - 150K,Merida,Yucatan,Mexico,Food,Produce,Vegetables,6,28.69
6856,22/03/2013,3016,F,S,N,1,10K - 30K,Vancouver,BC,Canada,Drink,Beverages,Hot Beverages,4,16.02
6857,22/03/2013,4655,F,M,Y,4,50K - 70K,Merida,Yucatan,Mexico,Food,Snack Foods,Snack Foods,3,4.26
6858,22/03/2013,1117,M,S,Y,5,30K - 50K,Mexico City,DF,Mexico,Food,Produce,Vegetables,4,12.01
6859,22/03/2013,5717,F,S,N,0,30K - 50K,Los Angeles,CA,USA,Food,Frozen Foods,Breakfast Foods,2,6.43
6860,22/03/2013,6406,M,M,Y,2,10K - 30K,Hidalgo,Zacatecas,Mexico,Food,Dairy,Dairy,5,6.43
6861,22/03/2013,7149,F,S,Y,4,10K - 30K,Salem,OR,USA,Non-Consumable,Household,Hardware,4,14.33
6862,22/03/2013,4925,F,S,Y,0,50K - 70K,Spokane,WA,USA,Food,Snack Foods,Snack Foods,2,13.19
6863,22/03/2013,1038,F,M,N,3,30K - 50K,Camacho,Zacatecas,Mexico,Food,Seafood,Seafood,4,23.44
6864,22/03/2013,9728,M,M,Y,1,10K - 30K,Spokane,WA,USA,Food,Seafood,Seafood,5,5.1
6865,22/03/2013,5974,F,S,Y,4,30K - 50K,Los Angeles,CA,USA,Food,Deli,Meat,5,42.24
6866,22/03/2013,5602,M,M,Y,0,150K +,Beverly Hills,CA,USA,Non-Consumable,Household,Electrical,5,14.59
6867,22/03/2013,1533,M,M,Y,3,30K - 50K,Bremerton,WA,USA,Non-Consumable,Household,Candles,3,5.57
6868,23/03/2013,6094,M,M,N,1,30K - 50K,Victoria,BC,Canada,Non-Consumable,Household,Kitchen Products,2,9.8
6869,23/03/2013,474,F,M,Y,1,10K - 30K,San Andres,DF,Mexico,Food,Baking Goods,Jams and Jellies,3,7.77
6870,23/03/2013,8427,M,M,Y,3,10K - 30K,Spokane,WA,USA,Food,Dairy,Dairy,3,15.62
6871,23/03/2013,3902,F,S,Y,3,50K - 70K,Seattle,WA,USA,Non-Consumable,Health and Hygiene,Hygiene,5,9.22
6872,23/03/2013,6997,F,M,Y,4,130K - 150K,Salem,OR,USA,Food,Seafood,Seafood,2,5.92
6873,23/03/2013,1183,M,S,Y,3,50K - 70K,Orizaba,Veracruz,Mexico,Food,Baked Goods,Bread,3,2.76
6874,23/03/2013,4029,M,M,N,3,10K - 30K,Tacoma,WA,USA,Drink,Beverages,Hot Beverages,6,20.66
6875,23/03/2013,430,M,S,Y,3,90K - 110K,Spokane,WA,USA,Non-Consumable,Health and Hygiene,Bathroom Products,4,12.66
6876,23/03/2013,2224,F,M,N,3,90K - 110K,Spokane,WA,USA,Non-Consumable,Health and Hygiene,Pain Relievers,4,29.85
6877,23/03/2013,3097,M,M,Y,1,30K - 50K,Los Angeles,CA,USA,Non-Consumable,Health and Hygiene,Bathroom Products,4,22.37
6878,23/03/2013,1050,F,S,Y,1,90K - 110K,Merida,Yucatan,Mexico,Food,Snack Foods,Snack Foods,4,14.18
6879,23/03/2013,1228,M,S,N,3,30K - 50K,Vancouver,BC,Canada,Non-Consumable,Health and Hygiene,Pain Relievers,5,9.37
6880,23/03/2013,8204,M,S,N,3,10K - 30K,Merida,Yucatan,Mexico,Food,Breakfast Foods,Breakfast Foods,5,14.25
6881,23/03/2013,9904,M,M,Y,0,10K - 30K,Vancouver,BC,Canada,Food,Snack Foods,Snack Foods,4,13.91
6882,23/03/2013,10121,M,M,Y,0,10K - 30K,Vancouver,BC,Canada,Non-Consumable,Household,Kitchen Products,5,4.09
6883,23/03/2013,4983,M,S,N,2,10K - 30K,Acapulco,Guerrero,Mexico,Non-Consumable,Health and Hygiene,Pain Relievers,4,35.97
6884,23/03/2013,8685,M,M,Y,1,110K - 130K,Victoria,BC,Canada,Food,Produce,Fruit,5,24.11
6885,23/03/2013,7158,M,S,Y,4,50K - 70K,Orizaba,Veracruz,Mexico,Non-Consumable,Household,Paper Products,5,44.1
6886,23/03/2013,4609,M,S,N,2,50K - 70K,Yakima,WA,USA,Food,Eggs,Eggs,4,36.3
6887,23/03/2013,1532,F,M,Y,4,110K - 130K,Beverly Hills,CA,USA,Non-Consumable,Household,Paper Products,4,19.14
6888,23/03/2013,5144,M,S,N,4,70K - 90K,Beverly Hills,CA,USA,Food,Frozen Foods,Breakfast Foods,5,17.64
6889,23/03/2013,1601,M,S,N,1,70K - 90K,Los Angeles,CA,USA,Non-Consumable,Health and Hygiene,Bathroom Products,5,17.1
6890,23/03/2013,1785,F,S,N,5,70K - 90K,Bremerton,WA,USA,Food,Canned Foods,Canned Sardines,4,10.8
6891,23/03/2013,4094,F,S,N,2,10K - 30K,Spokane,WA,USA,Food,Snack Foods,Snack Foods,6,19.35
6892,23/03/2013,9942,M,M,Y,1,50K - 70K,Acapulco,Guerrero,Mexico,Drink,Beverages,Pure Juice Beverages,5,5.85
6893,23/03/2013,5973,M,M,Y,2,90K - 110K,Bremerton,WA,USA,Food,Snack Foods,Snack Foods,5,16.54
6894,23/03/2013,2528,M,S,N,1,30K - 50K,Hidalgo,Zacatecas,Mexico,Food,Frozen Foods,Vegetables,6,21
6895,23/03/2013,4579,F,M,Y,2,50K - 70K,Hidalgo,Zacatecas,Mexico,Non-Consumable,Household,Paper Products,5,10.48
6896,24/03/2013,9294,M,S,N,0,70K - 90K,Vancouver,BC,Canada,Food,Baking Goods,Jams and Jellies,5,5.04
6897,24/03/2013,43,F,S,N,2,50K - 70K,Beverly Hills,CA,USA,Food,Frozen Foods,Frozen Desserts,4,15.93
6898,24/03/2013,1519,M,M,Y,0,30K - 50K,Vancouver,BC,Canada,Food,Baking Goods,Jams and Jellies,5,11.34
6899,24/03/2013,4655,F,M,Y,4,50K - 70K,Merida,Yucatan,Mexico,Non-Consumable,Household,Kitchen Products,3,17.49
6900,24/03/2013,4485,F,S,Y,3,70K - 90K,Orizaba,Veracruz,Mexico,Food,Snacks,Candy,3,19.39
6901,24/03/2013,9478,M,M,N,5,90K - 110K,San Francisco,CA,USA,Food,Deli,Meat,2,4.06
6902,24/03/2013,5151,M,S,N,4,10K - 30K,Vancouver,BC,Canada,Food,Frozen Foods,Vegetables,3,5.33
6903,24/03/2013,7155,F,M,Y,5,110K - 130K,San Andres,DF,Mexico,Food,Produce,Vegetables,7,19.58
6904,24/03/2013,2582,F,M,N,4,10K - 30K,Beverly Hills,CA,USA,Non-Consumable,Health and Hygiene,Bathroom Products,7,5.76
6905,24/03/2013,5466,M,S,Y,4,30K - 50K,Merida,Yucatan,Mexico,Food,Produce,Fruit,4,10.82
6906,24/03/2013,8164,F,S,N,4,30K - 50K,Salem,OR,USA,Food,Deli,Side Dishes,5,9.79
6907,24/03/2013,494,F,S,Y,1,130K - 150K,Vancouver,BC,Canada,Food,Baked Goods,Bread,5,13.68
6908,24/03/2013,1002,F,M,N,2,70K - 90K,Acapulco,Guerrero,Mexico,Food,Produce,Vegetables,4,18.58
6909,24/03/2013,1334,M,M,N,3,50K - 70K,Tacoma,WA,USA,Food,Canned Foods,Vegetables,3,10.15
6910,24/03/2013,9381,M,M,Y,3,110K - 130K,San Diego,CA,USA,Drink,Alcoholic Beverages,Beer and Wine,5,8.32
6911,24/03/2013,487,F,S,N,4,30K - 50K,Beverly Hills,CA,USA,Food,Canned Foods,Vegetables,6,16.98
6912,24/03/2013,2378,F,M,Y,4,70K - 90K,Spokane,WA,USA,Food,Snack Foods,Snack Foods,7,30.21
6913,24/03/2013,6305,F,S,Y,0,110K - 130K,Victoria,BC,Canada,Food,Snack Foods,Snack Foods,3,15.25
6914,24/03/2013,2234,M,S,Y,1,30K - 50K,Salem,OR,USA,Drink,Beverages,Hot Beverages,5,10.2
